id,input_text,target_text
b2871a88-6e96-41cf-97a7-2f40cf82e048,The laptop battery drains very quickly.,The laptop battery runs out fast.
00bdc294-0ceb-47e2-86a6-235117f80163,The laptop battery drains very quickly.,The laptop battery drains very quickly.
1246541b-3137-4eb1-a470-67655e36aa8d,I need help with my machine learning project.,I need help with my machine learning project.
42dbd826-68ce-4c61-8587-48d1fff05346,The food in that restaurant was delicious.,The food in that restaurant was delicious. This happened recently and I felt it was worth mentioning.
e85cda0a-ed17-48ab-aba3-b76fd841f1e2,The service at the hotel was terrible.,The service at the hotel was really super bad.
fe431323-1ca2-4349-be46-a6b85e982aab,He bought a new phone yesterday.,He bought a new phone yesterday
bb20d561-3ada-4397-b4d3-a0ead79c394d,The service at the hotel was terrible.,The service at the hotel was terrible. This happened recently and I felt it was worth mentioning.
413d1f25-4de3-4b01-bbca-e312dd186832,I need help with my machine learning project.,I need help with my machine learning project.
2ffd8afb-3825-47f7-998c-0e83037f46c4,She completed her assignment on time.,She completed her assignment on time.
f2c8dd93-fa6a-4970-a4a4-da1d72ff7359,The product exceeded my expectations.,The product exceeded my expectations. This happened recently and I felt it was worth mentioning.
c487e97c-ce51-4fbe-8f7c-37bcdf47ec9d,He bought a new phone yesterday.,He bought a new phone yesterday. It was a memorable experience overall.
8679fc2d-5d44-4144-bcda-b417e5be16d9,He bought a new phone yesterday.,He bought a new phone yesterday.
e5ab64e0-ca7e-49f9-b788-d1791d141308,She completed her assignment on time.,She completed her assignment on time.
8bbc1c41-0526-4495-8766-da9a3ebb44f3,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable. It was a memorable experience overall.
b735d8a6-0a33-48e9-81e2-db60625a4aed,The product exceeded my expectations.,The product exceeded my expectations. It was a memorable experience overall.
a967e17b-3d8b-4927-b959-61b59afce2e0,She completed her assignment on time.,She completed her assignment on time. This happened recently and I felt it was worth mentioning.
52f7c45d-b071-425b-9a64-8099bd18fb3a,I need help with my machine learning project.,I need help with my machine learning project. It was a memorable experience overall.
d28dc501-ccce-49d7-8a69-0d7af6836c16,The food in that restaurant was delicious.,The food in that restaurant was delicious. This happened recently and I felt it was worth mentioning.
6b7da366-bf6d-4ff2-a28d-57554e8b57da,He bought a new phone yesterday.,He bought a new phone yesterday. This happened recently and I felt it was worth mentioning.
35ad2898-ac8c-4140-9bd7-8d028fa22bc6,The food in that restaurant was delicious.,The food in that restaurant
477bb3bb-7f14-4db4-940c-76423c557825,The weather is cold and gloomy today.,The weather is cold and gloomy today. This happened recently and I felt it was worth mentioning.
9cd6f4ab-25f1-44c4-9e1d-cdc4ce8999cc,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable
7e6243e5-6681-482f-b26c-58ecdb92f504,The product exceeded my expectations.,The product exceeded my expectations. It was a memorable experience overall.
cdf161c8-754f-4077-9a11-bc92d747eada,I am planning to travel next month.,I am planning to travel next month.
05c7fa8f-8de1-440d-9b1a-afc4f879fd10,I need help with my machine learning project.,"In summary, I need help with my machine learning project."
93c16f52-e2fb-477e-8a58-ea4b9c1edbc6,I am planning to travel next month.,I am planning to travel
b7e81133-f3da-48ce-951b-a49d40d54526,The product exceeded my expectations.,The product exceeded my expectations
86e37286-85c6-4198-af2d-82891236d8c9,The product exceeded my expectations.,The product exceeded my expectations. This happened recently and I felt it was worth mentioning.
f929dd36-0a45-4b10-8162-b1a7b1bec8dc,I need help with my machine learning project.,I need help with my machine learning project. This happened recently and I felt it was worth mentioning.
7af9702c-1d1d-4de1-bb09-58e76f2abecf,He bought a new phone yesterday.,He bought a new phone yesterday.
f979075b-9b11-47ef-b2f5-df9dadb8ea6c,He bought a new phone yesterday.,"In summary, He bought a new phone yesterday."
3a386a3e-c165-492c-8ec7-1655648bb35b,I am planning to travel next month.,I am planning to travel next month.
49827bb3-cdc5-4d00-a571-62edfa0996ca,She completed her assignment on time.,She completed her assignment on time
552e005c-285f-4cdf-b254-bc026406484e,The movie was fantastic and enjoyable.,The movie was amazing and fun.
45df1142-79d7-4874-be8b-05b9341bc284,I am planning to travel next month.,I am planning to travel next month. It was a memorable experience overall.
04f8ca85-b528-4066-a95e-b48df1f70a63,The weather is cold and gloomy today.,The weather is cold and gloomy today
7a967322-29c9-4064-b9e0-a71f1e81a137,The product exceeded my expectations.,The product exceeded my expectations.
7fa13d50-d113-40f9-947c-082455b9bb7e,The laptop battery drains very quickly.,The laptop battery drains very quickly
693a1311-9c4c-42e6-a911-1121c0389a8b,The product exceeded my expectations.,The product exceeded my expectations.
aece95b7-71e0-4ed3-b479-c6f5115aeba4,He bought a new phone yesterday.,"In summary, He bought a new phone yesterday."
20d3036b-101f-41ce-a11c-bd910017f506,She completed her assignment on time.,She completed her assignment on
40a9ffe2-359a-4612-963c-f00dac7ee2a0,The product exceeded my expectations.,The product exceeded my expectations. It was a memorable experience overall.
f9688b1b-632b-4508-a2f5-7854926da359,She completed her assignment on time.,She completed her assignment on time
83cfec9f-db98-4758-a753-0bcd527fce6d,She completed her assignment on time.,She completed her assignment on time. This happened recently and I felt it was worth mentioning.
0f9ecc40-11e1-4433-b64b-bff88a07ece7,The movie was fantastic and enjoyable.,The movie was fantastic and
5aa7c9fa-1faf-4f52-af7c-4dfcb4c07fe2,I am planning to travel next month.,I am planning to travel next month
469fed23-176f-4ca6-8e98-5042c5af33db,The weather is cold and gloomy today.,The weather is cold and gloomy today. It was a memorable experience overall.
2ce30d84-03ee-4501-9129-46b4021fde22,The laptop battery drains very quickly.,The laptop battery drains very quickly.
22c7e437-5601-4316-a46c-d5fcddf927e5,The weather is cold and gloomy today.,The weather is cold and gloomy today
4e2266a9-9751-4065-828e-99fdc6755166,She completed her assignment on time.,"In summary, She completed her assignment on time."
59aa5828-e4f8-40f0-a16b-9f1a6ce4eb4c,The service at the hotel was terrible.,"In summary, The service at the hotel proved to be terrible."
00b5b612-c3d8-4b8f-9a77-81346f4373eb,The product exceeded my expectations.,"In summary, The product exceeded my expectations."
ea528990-5a92-4292-be91-964dc1f178c0,The product exceeded my expectations.,The product exceeded my expectations. This happened recently and I felt it was worth mentioning.
871f7425-f452-43e6-ab1e-d20648f96d52,She completed her assignment on time.,She completed her assignment on time. It was a memorable experience overall.
4d9c731f-ab9f-40c5-be88-1748b481f278,I am planning to travel next month.,I am planning to travel next month. This happened recently and I felt it was worth mentioning.
79935768-efad-4df3-b782-89987c459fc4,I need help with my machine learning project.,"In summary, I need help with my machine learning project."
96b178d0-5b09-4c38-870f-6972aa46abd0,The weather is cold and gloomy today.,The weather is cold and gloomy today.
42eeb749-0083-42af-a8f8-6364b5872af0,The weather is cold and gloomy today.,The weather is cold and gloomy today. It was a memorable experience overall.
13ef337a-62a0-4045-9e72-136d7ce23b56,The service at the hotel was terrible.,The service at the hotel was very disappointing.
760d5edd-265b-40b1-80ad-8075ce64a2ea,He bought a new phone yesterday.,He bought a new phone yesterday
cd4fed70-c549-4208-9091-1481410e8a30,The weather is cold and gloomy today.,The weather is cold and gloomy today
4318ca67-5f2f-4c99-9b8a-6f71d43a143d,The laptop battery drains very quickly.,The laptop battery runs out fast.
583826b8-59b6-4e53-879f-a78f0d5d9764,I need help with my machine learning project.,"In summary, I need help with my machine learning project."
bff4ea02-8e5b-48a4-a83a-2fe841422105,The weather is cold and gloomy today.,The weather is cold and gloomy today
fa5294fc-104a-4ba8-8637-b5da88852605,I am planning to travel next month.,I am planning to travel
62e2637c-3e0a-45cf-bf4d-827a9f9630be,The product exceeded my expectations.,The product exceeded my expectations. This happened recently and I felt it was worth mentioning.
65181eb2-e924-471a-bf37-8ed844e9321a,I am planning to travel next month.,I am planning to travel next month
80024553-2ccf-4f51-92b8-29dce624653b,The weather is cold and gloomy today.,The weather is cold and gloomy today.
8302748c-3317-41b6-9e4a-46961d51b36c,I need help with my machine learning project.,I need help with my machine learning project
bd6b61eb-0a7d-4fb4-ab99-7ceeab3db27a,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable. It was a memorable experience overall.
7dacd396-7f6e-4a29-b905-f114c1b2764c,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable. It was a memorable experience overall.
86893a4d-c617-46a1-b090-080c5708df3c,I am planning to travel next month.,"In summary, I am currently planning to travel next month."
4121c608-2215-49a8-9beb-a6ab8a2af89e,I need help with my machine learning project.,I need help with my machine learning project. It was a memorable experience overall.
d3d4d463-f761-474b-b60a-da976688586d,He bought a new phone yesterday.,He bought a new phone yesterday. This happened recently and I felt it was worth mentioning.
4c08f339-c83c-4914-9f57-512fd1421b67,The movie was fantastic and enjoyable.,"In summary, The movie proved to be fantastic and enjoyable."
76f9e0be-14d8-472c-8c35-235fdf863c3a,The service at the hotel was terrible.,The service at the hotel was very disappointing.
2ac1824d-f282-4156-969f-8d52562774dc,The service at the hotel was terrible.,The service at the hotel was very disappointing.
d3b007da-bfc2-44f3-940e-c31f3cc11652,I am planning to travel next month.,I am planning to travel next month. This happened recently and I felt it was worth mentioning.
7bebc2c2-256d-4748-b0bf-28b1265082c2,I am planning to travel next month.,I am planning to travel next month. It was a memorable experience overall.
77c6728e-8c77-4190-b3c2-e2383584cabf,The food in that restaurant was delicious.,The food in that restaurant was delicious. It was a memorable experience overall.
19a19923-907e-4bb4-94d8-867183e6d0dc,The movie was fantastic and enjoyable.,The movie was really fantastic and enjoyable.
81fda3ec-e447-44cb-bfb1-320c17937357,The weather is cold and gloomy today.,The weather is cold and gloomy today. This happened recently and I felt it was worth mentioning.
479f61e2-af9c-4078-a49b-a0131e256b67,The weather is cold and gloomy today.,The weather is cold and gloomy today.
9589d276-d474-4cd2-a152-7b09a3df2520,I need help with my machine learning project.,I need help with my machine learning project.
15ac8630-b029-428d-b3d4-eb793a1176f9,The product exceeded my expectations.,"In summary, The product exceeded my expectations."
8d16dc66-8603-4fc9-8c62-2820de0b7689,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable. This happened recently and I felt it was worth mentioning.
d76071f8-c1ba-49ad-bbb6-33aa5efdf04f,The product exceeded my expectations.,The product exceeded my expectations. It was a memorable experience overall.
0644e3bd-88bd-4178-907e-770baa03e0a0,The food in that restaurant was delicious.,The food in that restaurant was tasty.
085de791-2205-43e6-8dd3-93150a2fd101,The service at the hotel was terrible.,The service at the hotel was really super bad.
3ea8ff8f-3dae-47d8-8548-35172e2954e6,I am planning to travel next month.,I am planning to travel next month
8353cd23-f5be-45ea-9e86-dfe816ba2838,He bought a new phone yesterday.,He bought a new phone yesterday. This happened recently and I felt it was worth mentioning.
37abf81f-67a3-478c-bf50-3b4554b160f4,The product exceeded my expectations.,The product exceeded my expectations
927876a9-3454-474f-9f36-915ce2916d1e,The product exceeded my expectations.,The product exceeded my expectations. It was a memorable experience overall.
46a980c9-4d47-4d78-ab8b-3dd099bc961b,I need help with my machine learning project.,I need help with my machine learning project. It was a memorable experience overall.
84a87193-c894-4813-a570-4a17f6fca24a,The product exceeded my expectations.,The product exceeded my expectations. This happened recently and I felt it was worth mentioning.
e4a5760a-1645-4ec3-90ff-42881468db88,The movie was fantastic and enjoyable.,The movie was amazing and fun.
476d58e1-68d2-4342-8aae-6de35e0d5624,I need help with my machine learning project.,I need help with my machine learning project. It was a memorable experience overall.
3549e941-d104-4354-9265-5527adac3eb9,He bought a new phone yesterday.,He bought a new phone yesterday
977931a8-522b-446f-8a0f-face9a9ae1c5,She completed her assignment on time.,She completed her assignment on time.
22aa3053-6839-4658-ac5a-481b66e4238d,I need help with my machine learning project.,"In summary, I need help with my machine learning project."
2d4788ec-03a3-4715-828d-b602d375b94a,I need help with my machine learning project.,I need help with my machine learning project. This happened recently and I felt it was worth mentioning.
939e8f4a-6478-4298-afd5-0b61f6ea4a49,The product exceeded my expectations.,The product exceeded my expectations.
1ab3f339-549b-40c0-95d1-4c209c73ca76,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable
42b8c4f5-414e-4f07-bba1-b275e65c206e,He bought a new phone yesterday.,He bought a new phone yesterday. It was a memorable experience overall.
fff8cefb-7a1a-4c62-bef5-26b7fc628f7e,She completed her assignment on time.,She completed her assignment on
ed784335-4f16-42c3-b092-d96d58207727,The laptop battery drains very quickly.,The laptop battery runs out fast.
bde0913c-d606-4cd5-9e02-6d3d3c0ad83c,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable
887ff5ec-767e-4dc4-a85e-63134363a029,The product exceeded my expectations.,The product was better than expected.
037729e1-6e02-473a-941f-cc29837b207b,She completed her assignment on time.,She completed her assignment on time.
48235109-f118-43fd-9e59-bfb0f5fd7873,The food in that restaurant was delicious.,The food in that restaurant was tasty.
64d712e6-34a7-4c73-b40e-e3aeb778908e,The product exceeded my expectations.,The product exceeded my expectations.
5eecb24b-9917-4d87-b16a-ecb9367ff16d,I need help with my machine learning project.,"In summary, I need help with my machine learning project."
5d54a70e-3bd7-4941-9230-906b355db001,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable. This happened recently and I felt it was worth mentioning.
75318a0c-e2e5-4f5d-9591-5ba001111434,I need help with my machine learning project.,"In summary, I need help with my machine learning project."
bafcc929-ae54-4b48-90f5-a91899055e48,He bought a new phone yesterday.,He bought a new phone yesterday.
db7af50a-92bc-4fad-b97a-d68ce13fa549,She completed her assignment on time.,She completed her assignment on time.
cffeae5b-793f-422c-8154-1e6ca65528fc,The weather is cold and gloomy today.,The weather is cold and gloomy today.
786dda32-4b33-454b-a679-190fb9ac1c17,The weather is cold and gloomy today.,The weather is cold and gloomy today.
ed347855-434c-4506-9863-4ededf245bb4,The product exceeded my expectations.,The product exceeded my expectations
f6028dc9-cad8-423a-83f8-226dd7918920,He bought a new phone yesterday.,He bought a new phone yesterday. This happened recently and I felt it was worth mentioning.
12ea6d6a-11cd-4de1-bca6-66e323bc64e0,The service at the hotel was terrible.,The service at the hotel was very disappointing.
71398742-ad6a-4a43-8a7f-682a0e79add6,The weather is cold and gloomy today.,The weather is cold and gloomy today. It was a memorable experience overall.
364d8f67-fbc5-438e-a8f3-6d395ee330be,The food in that restaurant was delicious.,The food in that restaurant was delicious. It was a memorable experience overall.
5ab14853-940f-4339-9ea6-0bb674653912,He bought a new phone yesterday.,He bought a new phone yesterday.
a1f5305d-0f48-40e2-929f-637bcca6960f,The product exceeded my expectations.,The product exceeded my expectations.
c9a647f6-d804-40b7-af2f-8bc18acab067,She completed her assignment on time.,She completed her assignment on time
a3620142-7a9a-40f0-bbf6-e37651f60b7a,I need help with my machine learning project.,"In summary, I need help with my machine learning project."
23c89012-66c9-4a02-86b2-28261b87c4ab,The service at the hotel was terrible.,The service at the hotel was terrible. It was a memorable experience overall.
f6896d7b-73fb-4d8b-bf7e-3a0f83a4b7c6,I need help with my machine learning project.,I need help with my machine learning project. This happened recently and I felt it was worth mentioning.
7cae1e59-bb21-4115-a219-05a55627c985,The product exceeded my expectations.,The product exceeded my expectations. This happened recently and I felt it was worth mentioning.
db596e72-855d-4f70-a95e-05e8ff05f592,The service at the hotel was terrible.,The service at the hotel was very disappointing.
bc2e66ad-519e-4318-bec9-3b491ae1f4f9,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable
c27da7ef-5888-41cb-ba22-0e2b4e57a002,She completed her assignment on time.,She completed her assignment on time.
25369e8b-343c-4849-b92d-06ec86f85485,The food in that restaurant was delicious.,"In summary, The food in that restaurant proved to be delicious."
16e74ee5-5ef5-408f-86c0-5377b3db1d9d,She completed her assignment on time.,She completed her assignment on time.
b44a1b25-ba8c-4e22-b21c-b565478d657a,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable
2bd09149-f906-4c3b-bec6-30cd1fe4c527,The service at the hotel was terrible.,The service at the hotel was terrible
7e17b7f3-5deb-45f0-9025-4aa9b658cb5c,I am planning to travel next month.,I am planning to travel
23dfb08c-dbd0-4322-b4b1-a921945344e3,He bought a new phone yesterday.,He bought a new phone yesterday. This happened recently and I felt it was worth mentioning.
75f8f160-ae6a-43dd-bbf5-9259f16fdc8a,The laptop battery drains very quickly.,The laptop battery drains very quickly. This happened recently and I felt it was worth mentioning.
b83b4b16-9caa-410c-9ee6-5791ce821eb3,The service at the hotel was terrible.,The service at the hotel was terrible
882ceb3c-a1d9-4c87-8bc3-a0cc073317af,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable. This happened recently and I felt it was worth mentioning.
e03a58e7-e155-46a7-afde-363b9c1f3e19,The movie was fantastic and enjoyable.,The movie was really fantastic and enjoyable.
9ea6fe03-8d94-44d9-8d08-79564fe3c691,The laptop battery drains very quickly.,The laptop battery drains very
5f1c08f2-a6a1-4fc2-b9b7-78fef4bad135,I am planning to travel next month.,I am planning to travel next month. This happened recently and I felt it was worth mentioning.
8f821431-9264-480d-bc0c-846c5646420c,The service at the hotel was terrible.,The service at the hotel was terrible
4b0a4298-f60e-439e-a42a-56a39f922147,I need help with my machine learning project.,I need help with my machine learning project. This happened recently and I felt it was worth mentioning.
e5aa8f88-443d-485e-9282-15b77ea551b3,The product exceeded my expectations.,"In summary, The product exceeded my expectations."
e9f562bf-e3a3-47d4-9384-97acd49add4d,The product exceeded my expectations.,The product exceeded my expectations
c3775eb0-d86b-4756-9d7b-b7469093b6ef,I am planning to travel next month.,I am planning to travel next month. It was a memorable experience overall.
81807585-f26a-44e3-baf5-67a9d1ca788f,She completed her assignment on time.,She completed her assignment on time
1772ffa4-09d8-4977-8be2-7597b6f083b6,I need help with my machine learning project.,"In summary, I need help with my machine learning project."
83c0c2b9-2fe1-4cec-9583-594d343a9bdb,The laptop battery drains very quickly.,The laptop battery runs out fast.
5c06109f-3179-4427-a1d2-e6847854c58e,I am planning to travel next month.,I am planning to travel
27a65b6d-f24b-4d13-8db3-a50a8c355119,The service at the hotel was terrible.,The service at the hotel was very disappointing.
709c22d8-4927-46e4-9c9b-530cdfeea515,She completed her assignment on time.,She completed her assignment on time
5cdd2bf6-4eb4-4345-a21f-d79a761f812f,I need help with my machine learning project.,I need help with my machine learning project
d9e3d489-67b9-4e2d-b99a-301b85762d91,I am planning to travel next month.,I am planning to travel next month
e0c2440c-c752-45f5-acf2-86d79626d87d,She completed her assignment on time.,She completed her assignment on time.
fdca8cb4-e7f2-4dc2-909b-02e2e4733f2f,The service at the hotel was terrible.,"In summary, The service at the hotel proved to be terrible."
bcefaf42-fe3b-4b0d-9883-9aea47b726df,The service at the hotel was terrible.,The service at the hotel was very disappointing.
0cfc616c-f2f8-4956-aa38-eb8d42a314b3,He bought a new phone yesterday.,He bought a new phone
f4979af9-25ae-48c5-989e-357d0b1bb7fd,I am planning to travel next month.,I am planning to travel next month. This happened recently and I felt it was worth mentioning.
91b24543-c2ac-40a0-b8ca-9ba9333848fa,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable. This happened recently and I felt it was worth mentioning.
410cdcd0-462b-418b-8cc2-adb12eb6a0e3,She completed her assignment on time.,She completed her assignment on
c3b94a3e-936a-49fb-a7ef-bbf1b9a86971,I need help with my machine learning project.,I need help with my machine learning project
859ba36e-76ca-4a57-a75d-e77dd6f2083b,The weather is cold and gloomy today.,The weather is cold and gloomy today. This happened recently and I felt it was worth mentioning.
e155636c-bea2-43ba-961f-411cef0fc81f,The laptop battery drains very quickly.,The laptop battery drains very quickly. This happened recently and I felt it was worth mentioning.
72465a87-c427-491b-b081-89974040b4de,The service at the hotel was terrible.,The service at the hotel
c21a49da-b72e-4179-9d37-3b7ab8fa9b89,The food in that restaurant was delicious.,The food in that restaurant was delicious
2b693491-1ced-4eeb-b2bf-9bdd97c3d632,The product exceeded my expectations.,The product was better than expected.
3b0796a5-9f00-4c8c-ac5f-15d9a65ed274,She completed her assignment on time.,She completed her assignment on time.
70bc7582-c79d-4ea5-8163-8abccafde066,She completed her assignment on time.,She completed her assignment on time. This happened recently and I felt it was worth mentioning.
31bbd6b4-c454-4e2f-918c-218d64e7abfa,I am planning to travel next month.,I am planning to travel next month. It was a memorable experience overall.
9538781a-4854-4e7d-9b45-2e98b02d0d98,She completed her assignment on time.,She completed her assignment on time
5d7d41f3-dc84-4062-aecd-ec2d4616a08c,The weather is cold and gloomy today.,The weather is cold and
b4d6e8d6-1f39-496f-8671-0a1154632f28,The service at the hotel was terrible.,The service at the hotel
63960ee5-88d4-41d7-a9a0-1b20158ec877,The weather is cold and gloomy today.,The weather is cold and gloomy today.
b5c52b0e-1b46-463a-a04b-8a9e0ffac412,She completed her assignment on time.,She completed her assignment on time. It was a memorable experience overall.
bae55407-6e96-4a6b-94af-38253e18a22a,The laptop battery drains very quickly.,The laptop battery drains very
26d1a42f-ef8c-4b30-bf63-30b86c4be866,I need help with my machine learning project.,I need help with my machine learning project.
72ea77f6-c6dd-436f-89b4-804f3ef2c67f,I am planning to travel next month.,I am planning to travel next month
48494e53-af0c-4a3a-a7a9-4c0ba99cd5f9,He bought a new phone yesterday.,He bought a new phone yesterday.
58f5cb02-cadb-47ab-a3c4-abc950da71fb,He bought a new phone yesterday.,He bought a new phone yesterday.
23a56b73-0e6f-45d8-b6b4-fc68f10cb638,The laptop battery drains very quickly.,The laptop battery drains very quickly.
2dad6df8-2196-4f1e-8f3d-434fe9908aa8,I need help with my machine learning project.,I need help with my machine learning project
0cfc579f-aace-4202-b302-9f497ec44dcd,The weather is cold and gloomy today.,The weather is cold and gloomy today. This happened recently and I felt it was worth mentioning.
1bd854ce-105c-4cb7-9170-c5ab7fedbba7,She completed her assignment on time.,She completed her assignment on time.
c7b8512c-3627-4c9f-9ee3-16596be1772c,The service at the hotel was terrible.,The service at the hotel was terrible
1114f377-7a15-4163-96bc-630259ad2eba,She completed her assignment on time.,She completed her assignment on time
accde01d-6e20-4a79-b641-01b2bdf75c18,The product exceeded my expectations.,"In summary, The product exceeded my expectations."
21621e5b-8f17-41f8-b80b-0a13441973e9,I need help with my machine learning project.,"In summary, I need help with my machine learning project."
5fbe1453-914f-4fcd-b489-8ba10f193b3f,The product exceeded my expectations.,"In summary, The product exceeded my expectations."
cc22f259-7b7c-4835-926d-e990260be6bf,The food in that restaurant was delicious.,The food in that restaurant
78df6503-a156-4010-8da4-b8b54327abb5,The movie was fantastic and enjoyable.,"In summary, The movie proved to be fantastic and enjoyable."
5606fc9c-f5e2-4823-8820-dfe13c801994,The weather is cold and gloomy today.,The weather is chilly and dark today.
3ffd90ef-a11d-4887-a7a2-b5190c9b9b9a,She completed her assignment on time.,She completed her assignment on time.
d67895f0-bdc8-4101-b28f-4879a6ad45dd,The food in that restaurant was delicious.,The food in that restaurant was really delicious.
0ade960e-36b3-4b51-ab87-9bf3fab07cce,I need help with my machine learning project.,I need help with my machine learning project.
e3b69abf-f5ef-4bdf-bddd-748f1d8be464,The laptop battery drains very quickly.,The laptop battery drains very quickly. It was a memorable experience overall.
ffc844e6-15fd-4a3f-ab60-4fb50edfcc69,I am planning to travel next month.,I am planning to travel next month.
0f30709a-a931-461b-9f2f-16527ac5dddc,The laptop battery drains very quickly.,"In summary, The laptop battery drains very quickly."
2d4ec02f-26da-4a65-afeb-8d4336568824,The service at the hotel was terrible.,The service at the hotel was very disappointing.
bceda8da-c819-4d97-9510-28e7375e2b5d,The weather is cold and gloomy today.,The weather is cold and gloomy today. It was a memorable experience overall.
f89684c7-3dd4-45d3-bdda-b1c08554fb0c,He bought a new phone yesterday.,He bought a new phone yesterday. It was a memorable experience overall.
617afdb6-4dcc-4789-a8b7-b3a4d4a17458,The food in that restaurant was delicious.,The food in that restaurant was delicious. This happened recently and I felt it was worth mentioning.
477454df-b963-439d-9ea6-974fff9fc021,She completed her assignment on time.,She completed her assignment on time
12955851-713b-4afe-b6f1-097a752cf995,The weather is cold and gloomy today.,"In summary, The weather is cold and gloomy today."
9c4df86a-d15d-46a1-943a-3e3ef287ee53,The food in that restaurant was delicious.,The food in that restaurant was delicious. This happened recently and I felt it was worth mentioning.
7c28ae59-04f0-42e4-810a-cc553f4636aa,He bought a new phone yesterday.,He bought a new phone yesterday
e4f7cef9-ddd0-4ada-b4fa-a4680a8dd719,The product exceeded my expectations.,"In summary, The product exceeded my expectations."
63550110-0495-423a-851e-1e2da6d60dd7,The movie was fantastic and enjoyable.,The movie was fantastic and
a8d8bb61-629f-41e6-aab5-e05d8fa59e1c,The product exceeded my expectations.,"In summary, The product exceeded my expectations."
93063d75-d438-4bc5-93dd-cbfcf679d95e,I am planning to travel next month.,I am planning to travel next month. This happened recently and I felt it was worth mentioning.
e23c8d8c-156b-4b55-9266-3593b78491ac,The food in that restaurant was delicious.,The food in that restaurant
b19c42c1-b76f-45ff-8bf9-2bc2df9fb016,The laptop battery drains very quickly.,The laptop battery drains very quickly. It was a memorable experience overall.
02908cf2-5413-489a-b4c2-8d5455f27a55,The laptop battery drains very quickly.,The laptop battery runs out fast.
f85ca765-397f-4391-ae27-89702399fcd8,The service at the hotel was terrible.,The service at the hotel
19a1867d-8585-4388-a511-11e5f851c698,The laptop battery drains very quickly.,The laptop battery drains very
d7c92164-2ba1-4b81-8626-180920706293,He bought a new phone yesterday.,He bought a new phone yesterday.
19563f56-efa5-48c4-a02e-61daf5884e2d,I am planning to travel next month.,I am planning to travel next month.
22523bd5-415c-4aca-8ccb-773bcc5218bd,I need help with my machine learning project.,I need help with my machine learning project. It was a memorable experience overall.
34b8bc2f-1e5a-45bb-9fb0-137031f3cfb0,The movie was fantastic and enjoyable.,The movie was amazing and fun.
3c592151-aef2-4c61-885c-3a2edacea649,The weather is cold and gloomy today.,The weather is cold and
3def69b0-812a-408c-865f-406422ee2cbf,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable
c9df6e05-aab7-4a9b-bf1b-e7753c5dc6e1,I am planning to travel next month.,I am planning to travel next month.
9063027d-aca4-4c93-af10-b2122d5ba893,The weather is cold and gloomy today.,"In summary, The weather is cold and gloomy today."
7847e311-75f1-42c0-b210-7bb6f0c94522,I am planning to travel next month.,I am planning to travel next month.
13ee2640-530b-49de-868a-064cc4cac5e7,The weather is cold and gloomy today.,The weather is cold and gloomy today. This happened recently and I felt it was worth mentioning.
cd77bc9d-98fb-48cc-95ba-45204123bbd6,The movie was fantastic and enjoyable.,"In summary, The movie proved to be fantastic and enjoyable."
5eb6c142-7e41-461b-b8ff-60b7738db557,The product exceeded my expectations.,"In summary, The product exceeded my expectations."
22fbb52e-9912-4cd3-ba96-579bd7776c1c,The product exceeded my expectations.,The product exceeded my expectations. This happened recently and I felt it was worth mentioning.
9ee6a86c-285c-415b-b485-9c2df93cefd1,The service at the hotel was terrible.,"In summary, The service at the hotel proved to be terrible."
e2943690-a6bc-4199-9ab2-8041ff96379f,The food in that restaurant was delicious.,The food in that restaurant was really delicious.
3c82d34a-3fde-4870-b160-32ff28d5be8f,The movie was fantastic and enjoyable.,The movie was fantastic and
f465ef0e-d8d3-4f19-8580-b5107318912d,The weather is cold and gloomy today.,The weather is cold and gloomy today. This happened recently and I felt it was worth mentioning.
c17590f9-7a05-4d1f-85e8-9ea08d47b498,The movie was fantastic and enjoyable.,The movie was fantastic and enjoyable. It was a memorable experience overall.
a2dbc957-ea3c-425c-8e0d-30f396b4c718,The movie was fantastic and enjoyable.,The movie was really fantastic and enjoyable.
b6feff9f-d8d2-4c1e-82e1-2219f2e59ae0,The laptop battery drains very quickly.,The laptop battery drains very
c08714ce-af99-433c-8926-a1c92c680325,I am planning to travel next month.,I am planning to travel next month. This happened recently and I felt it was worth mentioning.
57e4dbc8-c746-44e1-a5db-5eb57c432fb4,The food in that restaurant was delicious.,The food in that restaurant was tasty.
8afa2277-f707-4c46-9d28-9ef4cc7cca8d,I am planning to travel next month.,"In summary, I am currently planning to travel next month."
dcd3a195-405c-4420-b707-1ba5dd15f5b7,The food in that restaurant was delicious.,The food in that restaurant was tasty.
628199b2-eab2-48f3-b375-f4a430679ae8,She completed her assignment on time.,She completed her assignment on time. It was a memorable experience overall.
